/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/aerosmith/Aerosmith/06-Write_Me_a_Letter.mp3, aerosmith, 06-Write_Me_a_Letter
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/green_day/Insomniac/05-No_Pride.mp3, green_day, 05-No_Pride
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/green_day/Insomniac/08-Panic_Song.mp3, green_day, 08-Panic_Song
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/green_day/Insomniac/03-Stuck_With_Me.mp3, green_day, 03-Stuck_With_Me
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/green_day/Insomniac/12-Westbound_Sign.mp3, green_day, 12-Westbound_Sign
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/green_day/Insomniac/04-Geek_Stink_Breath.mp3, green_day, 04-Geek_Stink_Breath
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/green_day/Insomniac/01-Armatage_Shanks.mp3, green_day, 01-Armatage_Shanks
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/green_day/Insomniac/14-Walking_Contradiction.mp3, green_day, 14-Walking_Contradiction
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/green_day/Insomniac/13-Tight_Wad_Hill.mp3, green_day, 13-Tight_Wad_Hill
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/green_day/Insomniac/06-Bab_s_Uvula_Who_.mp3, green_day, 06-Bab_s_Uvula_Who_
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/green_day/Kerplunk/06-Dominated_Love_Slave.mp3, green_day, 06-Dominated_Love_Slave
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/green_day/Kerplunk/01-2000_Light_Years_Away.mp3, green_day, 01-2000_Light_Years_Away
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/green_day/Kerplunk/05-Private_Ale.mp3, green_day, 05-Private_Ale
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/green_day/Kerplunk/11-Who_Wrote_Holden_Caulfield_.mp3, green_day, 11-Who_Wrote_Holden_Caulfield_
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/green_day/Kerplunk/14-Best_Thing_In_Town.mp3, green_day, 14-Best_Thing_In_Town
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/green_day/Kerplunk/03-Welcome_To_Paradise.mp3, green_day, 03-Welcome_To_Paradise
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/green_day/Kerplunk/12-Words_I_Might_Have_Ate.mp3, green_day, 12-Words_I_Might_Have_Ate
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/green_day/Kerplunk/10-No_One_Knows.mp3, green_day, 10-No_One_Knows
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/green_day/Kerplunk/04-Christie_Road.mp3, green_day, 04-Christie_Road
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/green_day/Kerplunk/16-My_Generation.mp3, green_day, 16-My_Generation
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/green_day/Kerplunk/09-Android.mp3, green_day, 09-Android
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/green_day/Kerplunk/07-One_Of_My_Lies.mp3, green_day, 07-One_Of_My_Lies
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/green_day/Kerplunk/08-80.mp3, green_day, 08-80
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/green_day/Kerplunk/15-Strangeland.mp3, green_day, 15-Strangeland
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/green_day/Kerplunk/02-One_For_the_Razorbacks.mp3, green_day, 02-One_For_the_Razorbacks
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/green_day/Kerplunk/13-Sweet_Children.mp3, green_day, 13-Sweet_Children
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/led_zeppelin/Houses_of_the_Holy/02-The_Rain_Song.mp3, led_zeppelin, 02-The_Rain_Song
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/led_zeppelin/Houses_of_the_Holy/06-D_yer_Mak_er.mp3, led_zeppelin, 06-D_yer_Mak_er
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/led_zeppelin/Houses_of_the_Holy/03-Over_The_Hills_And_Far_Away.mp3, led_zeppelin, 03-Over_The_Hills_And_Far_Away
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/led_zeppelin/Houses_of_the_Holy/07-No_Quarter.mp3, led_zeppelin, 07-No_Quarter
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/led_zeppelin/Houses_of_the_Holy/04-The_Crunge.mp3, led_zeppelin, 04-The_Crunge
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/led_zeppelin/Houses_of_the_Holy/01-The_Song_Remains_The_Same.mp3, led_zeppelin, 01-The_Song_Remains_The_Same
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/led_zeppelin/Houses_of_the_Holy/05-Dancing_Days.mp3, led_zeppelin, 05-Dancing_Days
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/led_zeppelin/Led_Zeppelin_I/03-You_Shook_Me.mp3, led_zeppelin, 03-You_Shook_Me
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/led_zeppelin/Led_Zeppelin_I/05-Your_Time_Is_Gonna_Come.mp3, led_zeppelin, 05-Your_Time_Is_Gonna_Come
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/led_zeppelin/Led_Zeppelin_I/02-Babe_I_m_Gonna_Leave_You.mp3, led_zeppelin, 02-Babe_I_m_Gonna_Leave_You
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/led_zeppelin/Led_Zeppelin_I/04-Dazed_And_Confused.mp3, led_zeppelin, 04-Dazed_And_Confused
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/led_zeppelin/Led_Zeppelin_I/01-Good_Times_Bad_Times.mp3, led_zeppelin, 01-Good_Times_Bad_Times
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/led_zeppelin/Led_Zeppelin_I/09-How_Many_More_Times.mp3, led_zeppelin, 09-How_Many_More_Times
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/led_zeppelin/Led_Zeppelin_I/07-Communication_Breakdown.mp3, led_zeppelin, 07-Communication_Breakdown
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/led_zeppelin/Led_Zeppelin_I/06-Black_Mountain_Side.mp3, led_zeppelin, 06-Black_Mountain_Side
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/led_zeppelin/Led_Zeppelin_I/08-I_Can_t_Quit_You_Baby.mp3, led_zeppelin, 08-I_Can_t_Quit_You_Baby
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/led_zeppelin/Led_Zeppelin_II/04-Thank_You.mp3, led_zeppelin, 04-Thank_You
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/led_zeppelin/Led_Zeppelin_II/03-The_Lemon_Song.mp3, led_zeppelin, 03-The_Lemon_Song
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/led_zeppelin/Led_Zeppelin_II/05-Heartbreaker.mp3, led_zeppelin, 05-Heartbreaker
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/led_zeppelin/Led_Zeppelin_II/06-Living_Loving_Maid_She_s_Just.mp3, led_zeppelin, 06-Living_Loving_Maid_She_s_Just
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/led_zeppelin/Led_Zeppelin_II/07-Ramble_On.mp3, led_zeppelin, 07-Ramble_On
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/led_zeppelin/Led_Zeppelin_II/09-Bring_It_On_Home.mp3, led_zeppelin, 09-Bring_It_On_Home
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/led_zeppelin/Led_Zeppelin_II/08-Moby_Dick.mp3, led_zeppelin, 08-Moby_Dick
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/led_zeppelin/Led_Zeppelin_II/02-What_Is_And_What_Should_Never.mp3, led_zeppelin, 02-What_Is_And_What_Should_Never
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/led_zeppelin/Led_Zeppelin_II/01-Whole_Lotta_Love.mp3, led_zeppelin, 01-Whole_Lotta_Love
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/led_zeppelin/Led_Zeppelin_III/07-Tangerine.mp3, led_zeppelin, 07-Tangerine
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/led_zeppelin/Led_Zeppelin_III/01-Immigrant_Song.mp3, led_zeppelin, 01-Immigrant_Song
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/led_zeppelin/Led_Zeppelin_III/03-Celebration_Day.mp3, led_zeppelin, 03-Celebration_Day
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/led_zeppelin/Led_Zeppelin_III/10-Hats_Off_To_Roy_Harper.mp3, led_zeppelin, 10-Hats_Off_To_Roy_Harper
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/led_zeppelin/Led_Zeppelin_III/05-Out_On_The_Tiles.mp3, led_zeppelin, 05-Out_On_The_Tiles
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/led_zeppelin/Led_Zeppelin_III/08-That_s_The_Way.mp3, led_zeppelin, 08-That_s_The_Way
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/led_zeppelin/Led_Zeppelin_III/09-Bron-Y-Aur_Stomp.mp3, led_zeppelin, 09-Bron-Y-Aur_Stomp
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/led_zeppelin/Led_Zeppelin_III/06-Gallows_Pole.mp3, led_zeppelin, 06-Gallows_Pole
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/led_zeppelin/Led_Zeppelin_III/02-Friends.mp3, led_zeppelin, 02-Friends
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/led_zeppelin/Led_Zeppelin_III/04-Since_I_ve_Been_Loving_You.mp3, led_zeppelin, 04-Since_I_ve_Been_Loving_You
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/madonna/Bedtime_Stories/10-Bedtime_Story.mp3, madonna, 10-Bedtime_Story
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/madonna/Bedtime_Stories/07-Forbidden_Love.mp3, madonna, 07-Forbidden_Love
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/madonna/Bedtime_Stories/04-Don_t_Stop.mp3, madonna, 04-Don_t_Stop
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/madonna/Bedtime_Stories/08-Love_Tried_To_Welcome_Me.mp3, madonna, 08-Love_Tried_To_Welcome_Me
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/madonna/Bedtime_Stories/06-Human_Nature.mp3, madonna, 06-Human_Nature
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/madonna/Bedtime_Stories/03-I_d_Rather_Be_Your_Lover.mp3, madonna, 03-I_d_Rather_Be_Your_Lover
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/madonna/Bedtime_Stories/02-Secret.mp3, madonna, 02-Secret
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/madonna/Bedtime_Stories/11-Take_A_Bow.mp3, madonna, 11-Take_A_Bow
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/madonna/Bedtime_Stories/05-Inside_Of_Me.mp3, madonna, 05-Inside_Of_Me
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/madonna/Bedtime_Stories/01-Survival.mp3, madonna, 01-Survival
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/madonna/Bedtime_Stories/09-Sanctuary.mp3, madonna, 09-Sanctuary
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/madonna/Erotica/08-Thief_of_Hearts.mp3, madonna, 08-Thief_of_Hearts
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/madonna/Erotica/13-Did_You_Do_It_.mp3, madonna, 13-Did_You_Do_It_
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/madonna/Erotica/03-Bye_Bye_Baby.mp3, madonna, 03-Bye_Bye_Baby
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/madonna/Erotica/11-Why_s_It_So_Hard.mp3, madonna, 11-Why_s_It_So_Hard
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/madonna/Erotica/10-Rain.mp3, madonna, 10-Rain
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/madonna/Erotica/14-Secret_Garden.mp3, madonna, 14-Secret_Garden
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/madonna/Erotica/02-Fever.mp3, madonna, 02-Fever
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/madonna/Erotica/05-Where_Life_Begins.mp3, madonna, 05-Where_Life_Begins
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/madonna/Erotica/12-In_This_Life.mp3, madonna, 12-In_This_Life
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/madonna/Erotica/01-Erotica.mp3, madonna, 01-Erotica
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/madonna/Erotica/07-Waiting.mp3, madonna, 07-Waiting
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/madonna/Erotica/04-Deeper_and_Deeper.mp3, madonna, 04-Deeper_and_Deeper
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/madonna/Erotica/06-Bad_Girl.mp3, madonna, 06-Bad_Girl
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/madonna/Erotica/09-Words.mp3, madonna, 09-Words
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/madonna/I_m_Breathless/03-Hanky_Panky.mp3, madonna, 03-Hanky_Panky
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/madonna/I_m_Breathless/04-I_m_Going_Bananas.mp3, madonna, 04-I_m_Going_Bananas
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/madonna/I_m_Breathless/12-Vogue.mp3, madonna, 12-Vogue
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/madonna/I_m_Breathless/09-What_Can_You_Lose.mp3, madonna, 09-What_Can_You_Lose
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/madonna/I_m_Breathless/11-Now_I_m_Following_You_Part_II_.mp3, madonna, 11-Now_I_m_Following_You_Part_II_
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/madonna/I_m_Breathless/01-He_s_a_Man.mp3, madonna, 01-He_s_a_Man
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/madonna/I_m_Breathless/07-Back_In_Business.mp3, madonna, 07-Back_In_Business
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/madonna/I_m_Breathless/06-Something_to_Remember.mp3, madonna, 06-Something_to_Remember
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/madonna/I_m_Breathless/05-Cry_Baby.mp3, madonna, 05-Cry_Baby
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/madonna/I_m_Breathless/10-Now_I_m_Following_You_Part_I_.mp3, madonna, 10-Now_I_m_Following_You_Part_I_
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/madonna/I_m_Breathless/02-Sooner_or_Later.mp3, madonna, 02-Sooner_or_Later
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/madonna/I_m_Breathless/08-More.mp3, madonna, 08-More
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/madonna/Like_A_Prayer/01-Like_A_Prayer.mp3, madonna, 01-Like_A_Prayer
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/madonna/Like_A_Prayer/07-Dear_Jessie.mp3, madonna, 07-Dear_Jessie
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/madonna/Like_A_Prayer/06-Cherish.mp3, madonna, 06-Cherish
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/madonna/Like_A_Prayer/10-Spanish_Eyes.mp3, madonna, 10-Spanish_Eyes
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/madonna/Like_A_Prayer/08-Oh_Father.mp3, madonna, 08-Oh_Father
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/madonna/Like_A_Prayer/03-Love_Song.mp3, madonna, 03-Love_Song
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/madonna/Like_A_Prayer/05-Promise_To_Try.mp3, madonna, 05-Promise_To_Try
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/madonna/Like_A_Prayer/09-Keep_It_Together.mp3, madonna, 09-Keep_It_Together
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/madonna/Like_A_Prayer/11-Act_Of_Contrition.mp3, madonna, 11-Act_Of_Contrition
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/madonna/Like_A_Prayer/04-Till_Death_Do_Us_Part.mp3, madonna, 04-Till_Death_Do_Us_Part
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/madonna/Like_A_Prayer/02-Express_Yourself.mp3, madonna, 02-Express_Yourself
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/metallica/Kill_Em_All/02-The_Four_Horsemen.mp3, metallica, 02-The_Four_Horsemen
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/metallica/Kill_Em_All/05-_Anesthesia_Pulling_Teeth.mp3, metallica, 05-_Anesthesia_Pulling_Teeth
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/metallica/Kill_Em_All/04-Jump_In_The_Fire.mp3, metallica, 04-Jump_In_The_Fire
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/metallica/Kill_Em_All/01-Hit_The_Lights.mp3, metallica, 01-Hit_The_Lights
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/metallica/Kill_Em_All/09-Seek_Destroy.mp3, metallica, 09-Seek_Destroy
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/metallica/Kill_Em_All/08-No_Remorse.mp3, metallica, 08-No_Remorse
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/metallica/Kill_Em_All/07-Phantom_Lord.mp3, metallica, 07-Phantom_Lord
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/metallica/Kill_Em_All/06-Whiplash.mp3, metallica, 06-Whiplash
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/metallica/Kill_Em_All/03-Motorbreath.mp3, metallica, 03-Motorbreath
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/metallica/Kill_Em_All/10-Metal_Militia.mp3, metallica, 10-Metal_Militia
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/metallica/Load/02-2_X_4.mp3, metallica, 02-2_X_4
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/metallica/Load/13-onnie.mp3, metallica, 13-onnie
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/metallica/Load/10-Wasting_My_Hate.mp3, metallica, 10-Wasting_My_Hate
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/metallica/Load/11-Mama_Said.mp3, metallica, 11-Mama_Said
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/metallica/Load/06-Hero_Of_The_Day.mp3, metallica, 06-Hero_Of_The_Day
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/metallica/Load/09-Poor_Twisted_Me.mp3, metallica, 09-Poor_Twisted_Me
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/metallica/Load/08-Cure.mp3, metallica, 08-Cure
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/metallica/Load/05-King_Nothing.mp3, metallica, 05-King_Nothing
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/metallica/Load/03-The_House_Jack_Built.mp3, metallica, 03-The_House_Jack_Built
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/metallica/Load/14-The_Outlaw_Torn.mp3, metallica, 14-The_Outlaw_Torn
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/metallica/Load/12-Thorn_Within.mp3, metallica, 12-Thorn_Within
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/metallica/Load/07-Bleeding_Me.mp3, metallica, 07-Bleeding_Me
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/metallica/Load/01-Ain_t_My_Bitch.mp3, metallica, 01-Ain_t_My_Bitch
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/metallica/Load/04-Until_It_Sleeps.mp3, metallica, 04-Until_It_Sleeps
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/metallica/Master_of_Puppets/03-Thing_That_Should_Not_Be_The.mp3, metallica, 03-Thing_That_Should_Not_Be_The
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/metallica/Master_of_Puppets/06-Leper_Messiah.mp3, metallica, 06-Leper_Messiah
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/metallica/Master_of_Puppets/01-Battery.mp3, metallica, 01-Battery
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/metallica/Master_of_Puppets/05-Disposable_Heroes.mp3, metallica, 05-Disposable_Heroes
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/metallica/Master_of_Puppets/02-Master_of_Puppets.mp3, metallica, 02-Master_of_Puppets
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/metallica/Master_of_Puppets/07-Orion.mp3, metallica, 07-Orion
